timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-10 14:02:15,52.27300651552323,8.06167838987857,11,233,39.3,24.3,27.8,,37.3
2025-06-10 14:02:29,52.2731039320011,8.061667258312863,10,,301,24.1,28.2,,37.6
2025-06-10 14:02:47,52.27316434315264,8.061540905012313,10,217,28.0,25.5,26.3,,38.0
2025-06-10 14:05:04,52.27316633929422,8.061380421645476,10,78.2,30.9,24.7,30.8,,73.0
2025-06-10 14:05:27,52.27316681794058,8.06153755064183,10,269,26.7,23.5,25.5,,75.2
2025-06-10 14:06:32,52.27325223275376,8.06159195279952,10,72.4,25.7,28.0,26.1,,38.6
2025-06-10 14:06:51,52.2731877002022,8.061696342188876,10,217,28.4,27.1,26.5,,36.8
2025-06-10 14:06:56,52.27313033087947,8.061857001348095,12,43.0,28.2,24.8,27.1,,34.9
2025-06-10 14:08:12,52.27315956507615,8.061707124034227,10,220,26.6,25.0,26.2,,73.0
2025-06-10 14:09:01,52.273050586910195,8.061669081744379,12,73.2,28.7,24.8,29.6,,35.7
2025-06-10 14:10:47,52.27313836122212,8.061633696870022,10,222,29.3,34.0,26.8,,70.8
2025-06-10 14:11:58,52.27304171354747,8.0616431382,10,208,26.0,24.0,27.0,,60.0
2025-06-10 14:17:23,52.2730954870979,8.061518537663481,10,,330,24.3,27.4,,35.8
2025-06-10 14:18:14,52.27318076371576,8.061578277585069,10,230,27.8,26.9,25.2,,36.3
2025-06-10 14:18:28,52.273269877408914,8.06152436869506,10,213,26.5,25.2,26.3,,34.3
2025-06-10 14:18:39,52.27332779584922,8.061399983363966,10,91.9,117,26.7,28.2,,36.8
2025-06-10 14:19:02,52.27325252927871,8.061295887934676,10,212,29.2,24.7,29.0,,38.3
2025-06-10 14:19:10,52.27317561629315,8.06120804019091,10,77.5,27.6,26.2,26.5,,37.2
