timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-16 08:39:36,51.97324337929051,7.651433911634852,59,85.6,78.5,45.9,66.9,,45.2
2025-06-16 08:39:41,51.97430024300057,7.652656212488931,144,37.8,32.9,49.9,61.2,,62.5
2025-06-16 08:39:46,51.97518466389343,7.654010655209066,135,107,37.6,43.3,32.6,,84.7
2025-06-16 08:39:51,51.97607557523253,7.655266122055509,131,64.1,291,162,140,,75.1
2025-06-16 08:39:56,51.97691523652341,7.656521931704214,126,235,284,45.9,94.4,,60.2
2025-06-16 08:40:01,51.977628483492616,7.657683837445909,112,231,294,119,129,,116
2025-06-16 08:40:07,51.97833909807617,7.6589083594842595,115,200,250,42.1,43.1,,81.0
2025-06-16 08:40:12,51.978902212398914,7.659868087820907,90,79.4,49.0,37.0,264,,51.6
2025-06-16 08:40:17,51.97945924046688,7.66083768181637,90,195,143,39.0,39.9,,98.4
2025-06-16 08:40:22,51.980091778292135,7.661876152487267,100,48.0,60.6,64.1,78.6,,66.9
2025-06-16 08:40:27,51.980706531350194,7.662838148333466,94,201,255,91.3,47.9,,124
2025-06-16 08:40:33,51.98143857357623,7.6640154735170265,114,94.7,39.2,47.4,125,,72.1
2025-06-16 08:40:38,51.9820610648376,7.665002876370518,96,23.9,38.0,34.9,25.7,,59.3
2025-06-16 08:40:43,51.98268865086228,7.666002148630842,97,68.6,28.9,24.3,25.1,,45.1
2025-06-16 08:40:48,51.983418636416694,7.667163605638341,113,81.3,27.2,32.6,31.5,,62.4
2025-06-16 08:40:53,51.98421970980265,7.668494293597265,127,73.4,25.1,31.3,23.2,,45.3
2025-06-16 08:40:58,51.98511112075365,7.669888628917438,137,66.9,28.5,25.5,25.8,,47.2
2025-06-16 08:41:03,51.98606541891564,7.671430612060786,149,194,79.8,49.7,236,,54.5
2025-06-16 08:41:08,51.98706550262227,7.672998118080411,154,49.0,37.4,46.0,59.2,,130
2025-06-16 08:41:13,51.988003350924664,7.674532590736744,148,43.4,36.7,47.9,55.1,,57.0
2025-06-16 08:41:18,51.98890376164459,7.676000449447274,141,170,168,66.9,58.1,,71.7
2025-06-16 08:41:23,51.989726051697104,7.677360267931686,130,43.7,49.1,67.4,37.7,,61.2
2025-06-16 08:41:28,51.99052366998523,7.678618832217454,123,67.3,50.7,130,31.1,,57.4
2025-06-16 08:41:33,51.99129438545714,7.679866997657132,121,29.6,37.6,39.1,29.5,,53.4
2025-06-16 08:41:38,51.99197485624838,7.680945076990223,105,50.2,24.3,31.4,30.5,,38.3
2025-06-16 08:41:43,51.99259790219429,7.681969731217758,98,52.0,31.6,31.3,120,,41.2
2025-06-16 08:41:48,51.99321194940508,7.682949147114636,95,39.5,25.4,25.0,22.6,,86.0
2025-06-16 08:41:53,51.99385575747401,7.683970402370488,100,64.5,116,121,27.3,,34.5
2025-06-16 08:41:58,51.994487466070574,7.684982015558172,98,80.5,35.0,25.7,117,,32.3
2025-06-16 08:42:03,51.99507317619735,7.685967963152069,93,27.8,121,26.8,28.3,,32.4
2025-06-16 08:42:08,51.9956858779087,7.686960647037739,96,64.6,29.9,22.0,115,,30.1
2025-06-16 08:42:13,51.9963072214129,7.68793148932655,95,38.8,25.7,25.6,23.5,,33.3
2025-06-16 08:42:18,51.9969510070195,7.68897927834271,101,33.9,127,26.1,22.2,,36.7
2025-06-16 08:42:23,51.99765871744119,7.690172452207929,113,80.1,25.1,32.8,23.4,,33.3
2025-06-16 08:42:28,51.998442250387285,7.691439702826495,122,72.2,24.1,23.2,21.0,,28.8
2025-06-16 08:42:33,51.99937280596717,7.6929352919551155,145,78.6,25.9,25.3,27.7,,32.5
2025-06-16 08:42:38,52.00044062806151,7.694596569794422,164,202,25.5,22.9,21.7,,31.7
2025-06-16 08:42:44,52.00177228113052,7.696634750228821,203,86.7,127,29.5,38.8,,46.0
2025-06-16 08:42:49,52.00291029524212,7.698442660130937,177,119,119,183,240,,81.4
2025-06-16 08:42:55,52.004352174727806,7.70077445598858,226,219,127,29.4,23.7,,35.3
2025-06-16 08:43:00,52.00559889332739,7.7028060742931155,196,60.1,135,138,26.2,,41.6
2025-06-16 08:43:05,52.006908994823846,7.704849598173282,201,210,206,36.2,26.3,,63.9
2025-06-16 08:43:10,52.00826120554322,7.706951814679974,208,894,68.6,209,71.8,,82.2
2025-06-16 08:43:16,52.00993413904902,7.709559381355387,257,,,235,726,,424
2025-06-16 08:43:24,52.01216237459667,7.713098951615611,346,168,105,76.5,89.4,,165
2025-06-16 08:43:29,52.013638723914944,7.715416396782504,228,193,237,206,93.0,,160
2025-06-16 08:43:35,52.01536461846977,7.718114196881558,266,184,297,156,217,,
2025-06-16 08:43:42,52.01739618518392,7.721267920860518,312,,,,,,
2025-06-16 08:43:52,52.02022824023256,7.725759782921376,440,,,,,,
2025-06-16 08:44:02,52.02299120427574,7.730139881196539,429,464,461,542,579,,78.1
2025-06-16 08:44:09,52.024743261636814,7.7329815219620555,275,36.1,47.5,125,26.3,,42.1
2025-06-16 08:44:14,52.02577824253185,7.734704592256225,164,27.2,24.1,25.3,20.3,,93.5
2025-06-16 08:44:19,52.02663363067256,7.736199207154258,139,56.4,22.5,148,48.0,,98.9
2025-06-16 08:44:24,52.027406069892,7.737467164228036,122,162,27.0,43.5,284,,60.5
2025-06-16 08:44:29,52.02808868585647,7.73868569223632,112,87.4,126,126,38.2,,51.6
2025-06-16 08:44:34,52.02877729263722,7.739844952355925,110,38.5,164,133,46.8,,69.8
2025-06-16 08:44:39,52.02936722252509,7.740852821343828,95,74.9,55.1,42.7,141,,80.6
2025-06-16 08:44:44,52.029858456457326,7.741709201927566,80,180,41.7,31.6,135,,48.4
2025-06-16 08:44:49,52.03024792664963,7.7423862490679785,63,67.7,30.9,31.9,31.1,,43.5
2025-06-16 08:44:54,52.03055672929866,7.742928052414406,50,162,29.0,39.2,131,,70.0
2025-06-16 08:44:59,52.030816367186475,7.743376626849362,42,80.9,129,38.8,33.1,,85.3
2025-06-16 08:45:04,52.03103424298191,7.743770249302683,36,33.5,45.3,124,34.5,,58.4
2025-06-16 08:45:53,52.03127153124093,7.744170946589611,38,195,46.2,38.8,38.3,,54.3
2025-06-16 08:45:58,52.03160843416159,7.744738584752169,53,59.8,30.6,39.6,117,,95.5
