timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-13 14:09:56,52.273020938333936,8.061714379384943,11,85.0,24.2,25.5,31.5,,22.2
2025-06-13 14:10:30,52.27311785283025,8.06174977225036,11,199,30.3,34.7,42.4,,54.3
2025-06-13 14:12:30,52.27305044457836,8.061633515850723,10,85.6,28.3,20.0,22.7,,23.9
2025-06-13 14:14:19,52.273106108189545,8.061777072245686,11,233,114,144,22.3,,25.8
2025-06-13 14:15:03,52.27317388565368,8.06166217984565,10,215,26.8,22.1,26.3,,34.2
2025-06-13 14:15:17,52.273210705107715,8.06180377147965,10,74.2,24.5,21.2,21.6,,30.0
2025-06-13 14:16:37,52.27319533746626,8.061610811266528,13,68.5,25.5,23.7,25.1,,26.9
2025-06-13 14:16:57,52.273198400317895,8.06145012022957,10,66.6,30.9,24.1,26.7,,32.6
2025-06-13 14:19:23,52.273052906155996,8.061395324273066,16,85.4,31.3,23.9,20.7,,24.7
2025-06-13 14:19:28,52.272840045540946,8.061253063845866,25,63.4,29.2,23.1,22.6,,62.7
2025-06-13 14:19:33,52.272625161795766,8.061077836199196,26,80.3,30.8,20.7,30.4,,29.0
2025-06-13 14:19:39,52.27226619997808,8.06093171105386,41,90.0,26.1,23.7,26.8,,25.6
2025-06-13 14:19:43,52.271811749161586,8.060573494955293,56,50.2,26.7,27.1,22.3,,27.6
2025-06-13 14:19:48,52.27118357415542,8.060076738396898,77,80.8,25.8,28.3,25.1,,45.7
2025-06-13 14:19:53,52.270436528365046,8.05960425393218,89,193,40.7,24.7,26.9,,34.3
2025-06-13 14:19:58,52.26971049705718,8.05908499081035,88,160,83.0,45.4,34.0,,50.1
2025-06-13 14:20:04,52.2690270191384,8.058576467934481,83,82.9,50.8,39.1,48.0,,43.1
2025-06-13 14:20:08,52.268351268270806,8.05805534964595,83,194,115,25.4,29.4,,28.7
2025-06-13 14:20:14,52.2676611476544,8.057519226845459,84,200,132,128,26.4,,27.8
