timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9
2025-05-26 15:13:31,52.204819623006784,8.588987093438515,87,87.4,39.3,157
2025-05-26 15:13:35,52.20479920944807,8.59041035157811,97,37.2,38.8,58.7
2025-05-26 15:13:39,52.204758572294935,8.592027478775973,110,86.8,30.3,159
2025-05-26 15:13:43,52.20467626446364,8.593731249327623,116,26.0,157,50.7
2025-05-26 15:13:47,52.204473733222855,8.595499898656355,122,25.8,31.6,161
2025-05-26 15:13:51,52.20417059609989,8.597295103549767,126,25.6,28.9,35.9
2025-05-26 15:13:55,52.203846451267815,8.599227276734487,136,36.9,34.4,35.7
2025-05-26 15:13:59,52.203520665754965,8.601252442452962,142,94.7,24.2,29.2
2025-05-26 15:14:03,52.20319812872508,8.60338254506438,149,25.1,22.9,26.9
2025-05-26 15:14:07,52.20284841281124,8.605569842663645,154,31.1,22.4,35.6
