timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-09 11:09:51,51.96097042667732,7.63775183829133,94,42.8,21.1,31.2,38.4,,35.7
2025-06-09 11:09:56,51.961673281659706,7.638374134984094,89,44.8,36.2,44.2,36.8,,36.5
2025-06-09 11:10:01,51.96230736842948,7.639057349548224,84,86.2,28.2,29.2,39.7,,33.7
2025-06-09 11:10:06,51.96293448332777,7.639746911246355,84,73.3,27.0,37.6,32.4,,37.8
2025-06-09 11:10:11,51.963566382269924,7.640426641742189,84,196,29.3,30.4,29.5,,37.0
2025-06-09 11:10:16,51.96420088748697,7.641107149202635,84,84.2,157,32.1,31.0,,34.6
2025-06-09 11:10:21,51.96483967931708,7.641789595123381,85,39.3,25.2,29.2,29.9,,33.8
2025-06-09 11:10:26,51.96547471282189,7.64247481694626,84,93.2,27.7,36.7,30.5,,37.0
2025-06-09 11:10:31,51.9660925606333,7.643145978424697,82,81.8,27.2,31.4,219,,44.5
2025-06-09 11:10:36,51.96673168443656,7.643800700460536,84,43.2,41.4,45.0,41.6,,52.0
2025-06-09 11:10:41,51.967426795277994,7.644314676021689,84,152,160,32.8,,,41.2
2025-06-09 11:10:47,51.968288910420114,7.644711772041429,99,80.8,28.5,27.1,42.3,,33.2
2025-06-09 11:10:52,51.969063159261445,7.644870368926107,86,41.5,36.8,31.3,28.7,,57.3
2025-06-09 11:10:57,51.96981377538148,7.644848364184339,83,35.7,25.8,27.3,27.8,,79.0
2025-06-09 11:11:02,51.97057255998655,7.644653410429159,85,63.3,26.4,28.1,30.9,,35.6
2025-06-09 11:11:08,51.9714568255561,7.6442409015329975,102,85.1,242,50.5,28.6,,44.3
2025-06-09 11:11:13,51.972173322143064,7.643740693755136,86,88.1,32.8,34.2,128,,55.9
2025-06-09 11:11:18,51.972804804316745,7.643060236741749,84,50.0,125,118,33.0,,56.9
2025-06-09 11:11:23,51.973454131306575,7.642471381059297,82,38.9,122,40.8,30.7,,68.1
2025-06-09 11:11:28,51.974138626514005,7.641900627501579,85,57.9,127,37.1,128,,58.2
2025-06-09 11:11:33,51.974804415619175,7.6413320318565585,83,242,116,43.4,36.3,,48.8
2025-06-09 11:11:38,51.97549605504801,7.640782575250077,85,214,130,40.9,55.1,,46.8
2025-06-09 11:11:43,51.976220139146605,7.640299361530042,87,82.0,134,111,31.5,,38.0
2025-06-09 11:11:48,51.97695282849263,7.6399458286146125,84,91.1,41.5,28.4,29.4,,82.5
2025-06-09 11:11:53,51.97765925386414,7.639688071564035,80,213,42.4,41.4,129,,64.4
2025-06-09 11:11:58,51.97836141162884,7.6395551368048435,78,96.5,33.4,46.9,56.3,,50.1
2025-06-09 11:12:03,51.97916270961726,7.6394296334134255,89,65.7,38.8,31.8,43.3,,79.0
2025-06-09 11:12:08,51.97991438544255,7.639222362646604,84,40.0,30.4,45.9,58.4,,57.8
2025-06-09 11:12:13,51.980647309215485,7.639075056453614,82,60.6,27.8,27.5,28.2,,58.8
2025-06-09 11:12:18,51.981355413969624,7.638846005478253,80,76.4,34.4,36.6,39.9,,59.2
2025-06-09 11:12:23,51.98204696310571,7.638666307053848,77,45.4,22.8,29.6,46.4,,65.9
2025-06-09 11:12:28,51.98275260183107,7.638576362313702,78,87.4,29.9,24.8,31.0,,49.7
2025-06-09 11:12:33,51.98342366809005,7.638488336535267,74,40.9,24.2,32.1,22.4,,34.7
2025-06-09 11:12:38,51.984042566804916,7.638368767563467,69,70.0,26.2,23.9,119,,35.6
2025-06-09 11:12:43,51.9845409190128,7.638295263499846,55,77.2,18.2,22.8,114,,31.4
2025-06-09 11:12:48,51.98486757218594,7.638273988999483,36,78.5,123,23.5,28.0,,28.9
2025-06-09 11:12:53,51.98501731014624,7.638252988577295,16,206,20.9,25.8,22.2,,36.9
2025-06-09 11:14:22,51.98542661521791,7.638140735565565,46,77.3,22.7,24.9,116,,28.0
2025-06-09 11:14:27,51.98587169229191,7.63804912958771,49,38.6,19.3,24.7,27.4,,28.9
2025-06-09 11:14:32,51.98639122380788,7.63796250208161,58,40.6,155,39.2,31.9,,101
2025-06-09 11:14:37,51.98699004034114,7.637867634679829,66,48.5,33.8,165,31.6,,44.1
2025-06-09 11:14:42,51.98768463733522,7.637760702709459,77,155,165,46.5,40.7,,70.0
2025-06-09 11:14:47,51.988451850909414,7.637639593504639,85,160,30.3,157,40.9,,36.2
2025-06-09 11:14:52,51.98922933817139,7.6374457460264695,87,24.2,17.4,24.2,22.9,,26.9
2025-06-09 11:14:57,51.99004789088053,7.63710038345146,94,61.5,23.1,26.8,30.1,,62.9
2025-06-09 11:15:02,51.99090238651848,7.636578788427092,101,69.8,29.7,44.4,202,,26.8
2025-06-09 11:15:07,51.991800489459024,7.635848529751793,111,52.7,18.0,27.6,37.5,,127
2025-06-09 11:15:12,51.99265846683178,7.635005679138851,111,212,45.3,166,37.1,,75.1
2025-06-09 11:15:17,51.99341622645838,7.63401534729231,108,120,32.0,29.4,30.6,,92.0
2025-06-09 11:15:22,51.994205576259695,7.6329747849201794,113,86.3,23.9,35.0,123,,29.2
2025-06-09 11:15:27,51.99489701919421,7.631755080030558,113,68.5,20.8,126,56.7,,58.6
2025-06-09 11:15:32,51.99557242482562,7.630516640506197,113,74.0,113,23.9,120,,27.1
2025-06-09 11:15:37,51.99627831792777,7.629287729014665,115,81.7,257,36.8,113,,34.6
2025-06-09 11:15:42,51.99699087239762,7.627915973866634,122,73.7,46.4,31.7,32.5,,31.0
2025-06-09 11:15:47,51.99776643540671,7.626634278786587,123,193,34.8,36.5,33.5,,62.7
2025-06-09 11:15:52,51.99853570367712,7.625300038430311,125,198,127,23.8,170,,28.1
2025-06-09 11:15:57,51.99930106660279,7.623978670842142,124,82.7,41.0,23.8,26.1,,32.9
2025-06-09 11:16:02,52.00007119758576,7.622629124723492,125,208,33.2,33.1,48.3,,396
2025-06-09 11:16:08,52.001002969432385,7.621067291160314,148,79.5,37.1,37.1,28.5,,50.3
2025-06-09 11:16:13,52.001776084084604,7.619699515262195,127,52.7,139,132,31.5,,74.8
2025-06-09 11:16:18,52.002554120837516,7.618400761027242,124,81.2,51.5,136,50.0,,52.0
2025-06-09 11:16:23,52.0033221376895,7.61706890907896,124,198,36.6,158,38.7,,40.4
2025-06-09 11:16:28,52.00408893916682,7.615738268967816,124,213,112,50.6,37.8,,50.8
2025-06-09 11:16:33,52.004882812410344,7.614376859644471,128,53.1,261,141,70.1,,93.8
2025-06-09 11:16:39,52.00584573095768,7.612779492763701,153,202,47.5,33.6,159,,64.0
2025-06-09 11:16:44,52.00661340251196,7.6114112650052395,126,199,44.9,164,,,74.9
2025-06-09 11:16:50,52.007455641065555,7.609638597659718,153,165,56.4,242,80.8,,59.7
2025-06-09 11:16:56,52.008168460055906,7.60778576765091,149,198,35.7,52.7,59.9,,92.8
2025-06-09 11:17:01,52.008689216013956,7.606183682935883,124,55.7,50.7,45.7,49.8,,
2025-06-09 11:17:07,52.009311360874754,7.604253311378213,149,334,334,310,91.8,,
