timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-09 09:21:47,52.27273733538778,8.06171952150071,12,78.6,32.5,47.0,42.1,,35.9
2025-06-09 09:22:47,52.27271801908708,8.061575047822101,10,82.9,55.5,249,53.1,,46.3
2025-06-09 09:23:44,52.27263316129756,8.061655284650863,10,46.5,41.5,51.2,61.7,,50.4
2025-06-09 09:26:30,52.27270379807098,8.061562317448443,10,83.3,135,37.3,38.7,,56.0
2025-06-09 09:28:54,52.27272003583965,8.061415371491943,10,342,48.5,30.6,52.0,,45.8
2025-06-09 09:29:48,52.272623523302904,8.061500959613612,12,206,148,34.6,148,,59.6
2025-06-09 09:42:41,52.27262854312058,8.061658395732689,10,345,46.8,32.0,50.5,,52.2
2025-06-09 09:47:15,52.27269400428972,8.06152961288481,11,526,44.0,43.7,52.5,,60.8
2025-06-09 09:49:25,52.27260299981744,8.061584265119745,10,320,42.6,59.1,44.2,,66.4
2025-06-09 09:49:39,52.27239479129785,8.06140205699251,26,80.5,24.6,129,46.6,,44.5
2025-06-09 09:49:44,52.27204905123352,8.061119740845156,42,80.1,31.5,42.0,135,,41.2
2025-06-09 09:49:49,52.27160439841533,8.06063508851066,59,199,135,46.7,50.2,,51.3
2025-06-09 09:49:54,52.27100959815435,8.060078408528515,76,197,141,42.7,38.0,,55.8
2025-06-09 09:49:59,52.27036356936956,8.05958312689311,79,73.2,117,125,35.8,,37.7
2025-06-09 09:50:04,52.269682049358025,8.05912218008006,82,72.2,133,143,45.4,,59.9
2025-06-09 09:50:09,52.26902172410581,8.058597118792765,81,49.5,37.1,43.4,49.8,,40.0
2025-06-09 09:50:14,52.26837654639532,8.058047053203419,80,78.5,36.1,132,53.7,,70.8
2025-06-09 09:50:19,52.26772194153406,8.057539699512315,80,232,135,43.4,39.0,,56.5
2025-06-09 09:50:24,52.267119931101064,8.056935971815525,78,67.2,36.4,131,48.2,,40.4
2025-06-09 09:50:29,52.26649280293401,8.05630654076393,81,40.8,30.3,38.2,38.1,,38.3
2025-06-09 09:50:33,52.26580590988629,8.055567799495579,91,45.0,41.5,37.5,44.8,,40.7
2025-06-09 09:50:38,52.26509431279429,8.05459873440283,103,41.1,36.0,43.8,42.7,,43.1
2025-06-09 09:50:43,52.264414346132575,8.05330457719797,116,51.7,34.9,33.4,39.4,,61.7
2025-06-09 09:50:49,52.263860592934634,8.051672410992031,127,76.8,38.7,30.5,48.1,,50.2
2025-06-09 09:50:54,52.26344148247379,8.049666192771049,144,37.9,29.6,29.9,165,,77.6
2025-06-09 09:50:59,52.26310291770716,8.047434004367641,156,342,157,48.2,38.5,,64.6
2025-06-09 09:51:04,52.262743695833926,8.04509172355555,164,166,152,45.1,35.6,,67.2
2025-06-09 09:51:09,52.26236547947539,8.042616518734091,173,79.8,110,113,44.3,,44.4
2025-06-09 09:51:14,52.26196560635695,8.040024794031076,181,89.6,129,31.9,41.9,,47.9
2025-06-09 09:51:19,52.261561415869515,8.037374902695179,185,197,24.8,134,37.9,,38.6
2025-06-09 09:51:24,52.26114270636921,8.034624578568437,192,76.8,26.9,37.6,40.5,,46.9
2025-06-09 09:51:29,52.26071932032535,8.031766083559228,200,78.6,149,161,53.2,,35.2
2025-06-09 09:51:34,52.26025837626661,8.028857595251374,204,44.7,39.2,39.1,43.8,,52.0
2025-06-09 09:51:39,52.25953619651533,8.026101631750437,204,161,122,143,38.7,,39.0
2025-06-09 09:51:44,52.25849998781185,8.023660429640813,202,163,147,29.6,35.9,,64.1
2025-06-09 09:51:50,52.25698471804427,8.021063065307725,244,89.2,164,49.6,60.6,,59.2
2025-06-09 09:51:55,52.255620347505676,8.01904520665444,204,45.5,33.6,46.6,52.3,,51.7
2025-06-09 09:52:00,52.25425337449653,8.01702176936151,205,73.7,23.5,37.4,156,,33.1
2025-06-09 09:52:05,52.25282606860685,8.01496401059663,211,100,23.6,26.8,44.3,,58.4
2025-06-09 09:52:10,52.251344976548125,8.012836757616023,219,68.2,26.1,35.7,44.3,,34.8
2025-06-09 09:52:15,52.249844054571966,8.010659694492547,223,163,121,124,38.5,,41.5
2025-06-09 09:52:20,52.24837651912122,8.00850069365453,219,86.6,25.7,29.2,36.3,,74.7
2025-06-09 09:52:25,52.24704948118105,8.006149581245204,217,88.7,112,134,136,,39.5
2025-06-09 09:52:30,52.24603909878846,8.003430567486475,216,34.5,30.5,30.9,53.0,,
2025-06-09 09:52:36,52.24531013005962,7.999810027934576,259,202,39.6,41.1,143,,89.6
