timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-13 14:08:06,52.27300808207467,8.062002610599029,14,62.6,35.9,42.7,158,,54.5
2025-06-13 14:08:54,52.273061982400385,8.061875538262443,10,278,33.8,42.6,68.3,,77.8
2025-06-13 14:19:26,52.273022799462844,8.06171696955693,11,259,39.4,158,58.4,,57.7
2025-06-13 14:19:31,52.27285404136443,8.061520826868554,23,52.8,33.2,50.1,53.3,,63.3
2025-06-13 14:19:36,52.272651472607066,8.061331239551327,25,66.8,161,37.3,57.6,,74.7
2025-06-13 14:19:41,52.272379509989946,8.06102591105611,36,55.0,33.8,46.1,156,,53.4
2025-06-13 14:19:46,52.27181753606853,8.060463380085064,73,36.3,37.1,157,57.2,,72.4
2025-06-13 14:19:51,52.27112138370461,8.059918956513307,85,45.2,48.3,34.0,49.4,,59.8
2025-06-13 14:19:56,52.27035296523182,8.059486990588528,90,34.1,29.6,161,47.5,,49.5
2025-06-13 14:20:01,52.269607708140754,8.058951049167646,90,67.0,32.1,164,61.0,,54.8
2025-06-13 14:20:07,52.268762058553285,8.058276290545693,104,71.8,36.0,43.5,157,,50.7
2025-06-13 14:20:12,52.26808946918303,8.057738238635734,83,49.9,46.2,40.8,158,,66.2
2025-06-13 14:20:17,52.26734002140744,8.057167191276685,91,70.8,32.9,160,46.9,,51.8
2025-06-13 14:20:22,52.26650446854522,8.056379938619154,107,41.5,31.2,51.5,50.7,,46.8
2025-06-13 14:20:27,52.265591266600964,8.055356926640593,123,50.3,31.4,163,61.7,,63.0
2025-06-13 14:20:32,52.264629254364536,8.053935993605668,144,120,23.4,44.6,64.3,,49.7
2025-06-13 14:20:37,52.26387471159928,8.052059069271813,152,210,35.3,160,61.2,,66.4
2025-06-13 14:20:42,52.26339354618465,8.049888474382357,157,49.5,35.9,37.8,136,,59.3
2025-06-13 14:20:47,52.263082359279636,8.047631272502716,157,30.6,40.7,27.5,51.0,,
2025-06-13 14:20:53,52.26266995885322,8.044869824094635,193,197,43.9,36.6,52.5,,41.7
2025-06-13 14:20:58,52.26230634456559,8.042454255925838,169,68.1,25.6,33.3,41.5,,44.5
