timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-16 10:50:40,52.03057899638269,8.53285913115024,12,76.0,30.4,23.6,25.9,,39.9
2025-06-16 10:51:03,52.03061200566205,8.532722046938773,10,267,58.8,31.2,30.8,,50.5
2025-06-16 10:51:11,52.03071991296995,8.532582348187017,15,77.8,118,24.9,30.3,,34.3
2025-06-16 10:51:19,52.030916583520344,8.53229823840073,29,103,126,27.0,28.2,,34.9
2025-06-16 10:51:24,52.031484377830736,8.531962776310701,67,56.5,30.3,25.3,28.2,,32.8
2025-06-16 10:51:41,52.03118921741221,8.53186170051929,33,101,125,33.5,30.2,,56.2
2025-06-16 10:51:51,52.03131294005235,8.531894441407532,13,213,29.6,22.8,27.0,,38.1
2025-06-16 10:51:59,52.03141232399317,8.531847779102039,11,73.6,29.9,24.7,121,,33.9
2025-06-16 10:52:05,52.03190524237844,8.533219393661152,108,39.7,29.0,25.0,29.1,,32.7
2025-06-16 10:52:28,52.03154891435581,8.532798191112683,48,249,30.3,26.4,28.7,,55.2
2025-06-16 10:52:33,52.0314844184093,8.533136770592684,24,80.3,30.0,25.8,35.6,,34.2
2025-06-16 10:52:45,52.03135634578213,8.53361934880865,35,82.8,29.2,23.0,28.2,,32.9
2025-06-16 10:52:50,52.03129031510219,8.533751963816139,11,75.2,29.3,119,131,,33.9
2025-06-16 10:52:56,52.03120088176396,8.534179592589494,30,96.5,29.2,26.7,26.3,,33.9
2025-06-16 10:53:03,52.0311313844838,8.534437346261706,19,102,123,121,123,,88.3
2025-06-16 10:53:09,52.03104605307651,8.534532247204812,11,78.5,32.4,24.6,120,,34.2
2025-06-16 10:53:14,52.03089001166055,8.534765105607944,23,64.9,30.7,22.8,120,,34.1
2025-06-16 10:53:19,52.03073780684833,8.535028967530936,24,78.7,30.9,24.8,24.7,,35.5
2025-06-16 10:53:24,52.03061938906136,8.53523453923092,19,41.0,28.9,25.1,27.2,,31.6
2025-06-16 10:53:32,52.0305519283752,8.535397952363827,13,74.5,36.6,27.3,27.2,,34.6
