Cell-ID,Cell-LAC/TAC,Netzwerk Mobile Country Code,Netzwerk Mobile Network Code,Lat,Lon,Accuracy,Address
12856833,45403,262,2,52.08492,7.43402,12191,
13644033,45403,262,2,52.079526,7.507604,10852,
13644035,45403,262,2,52.061679,7.551622,5735,
52082452,45142,262,2,52.26872,7.45752,873,
52082434,45142,262,2,52.26933,7.45003,854,
12964866,45142,262,2,52.26888,7.43708,822,
13644035,45403,262,2,52.061679,7.551622,5735,
13644035,45403,262,2,52.061679,7.551622,5735,
52082433,45142,262,2,52.27506,7.49986,1374,
12856834,45403,262,2,52.05886,7.47126,10735,
12856834,45403,262,2,52.05886,7.47126,10735,
51235593,45402,262,2,52.11686,7.57906,833,
13644035,45403,262,2,52.061679,7.551622,5735,
13621512,45142,262,2,52.27759,7.44009,1831,
12818434,45142,262,2,52.24718,7.46218,3835,
43008002,45403,262,2,52.02862,7.48262,1565,
43008002,45403,262,2,52.02862,7.48262,1565,
13088002,45405,262,2,52.02353,7.59543,1493,
12818441,45142,262,2,52.24789,7.46229,1026,
2031,530,262,2,52.03866,7.53266,7688,
51235593,45402,262,2,52.11686,7.57906,833,
13088002,45405,262,2,52.02353,7.59543,1493,
13644034,45403,262,2,52.094428,7.508796,7879,
51235586,45402,262,2,52.184664,7.544569,891,
52105475,45402,262,2,52.09533,7.58433,1808,
51235586,45402,262,2,52.184664,7.544569,891,
52105475,45402,262,2,52.09533,7.58433,1808,
13644034,45403,262,2,52.094428,7.508796,7879,
53625347,45402,262,2,52.08239,7.64189,752,
14064898,45142,262,2,52.28273,7.52553,5251,
13088002,45405,262,2,52.02353,7.59543,1493,
13088020,45405,262,2,52.03215,7.60285,898,
51320067,45142,262,2,52.28143,7.55893,1202,
11252,530,262,2,52.02388,7.57708,8637,
13001749,45142,262,2,52.2904,7.5682,580,
13001731,45142,262,2,52.29105,7.56595,9319,
13001731,45142,262,2,52.29105,7.56595,9319,
13001749,45142,262,2,52.2904,7.5682,580,
13088020,45405,262,2,52.03215,7.60285,898,
13187843,45405,262,2,52.01086,7.58136,1220,
13088020,45405,262,2,52.03215,7.60285,898,
13187843,45405,262,2,52.01086,7.58136,1220,
12907011,45405,262,2,52.00075,7.57095,1745,
12907011,45405,262,2,52.00075,7.57095,1745,
15153,270,262,2,52.008608,7.580576,9075,
13187843,45405,262,2,52.01086,7.58136,1220,
15153,270,262,2,52.008608,7.580576,9075,
12907011,45405,262,2,52.032319,7.599502,4065,
14064897,45142,262,2,52.28993,7.55663,7375,
14064915,45142,262,2,52.29108,7.54848,784,
14064897,45142,262,2,52.28993,7.55663,7375,
13088020,45405,262,2,52.03215,7.60285,898,
13208579,45405,262,2,51.95614,7.636511,1401,
13001747,45142,262,2,52.2938,7.5798,884,
13001729,45142,262,2,52.29547,7.59747,1220,
13187859,45405,262,2,52.01644,7.58784,1190,
13187841,45405,262,2,52.02335,7.60445,4670,
15151,270,262,2,52.00989,7.60439,8675,
13187861,45405,262,2,52.0147,7.5859,902,
13001747,45142,262,2,52.2938,7.5798,884,
13001729,45142,262,2,52.29547,7.59747,1220,
13187859,45405,262,2,52.01644,7.58784,1190,
13187841,45405,262,2,52.02335,7.60445,4670,
13187841,45405,262,2,52.02335,7.60445,4670,
13187848,45405,262,2,52.01549,7.58669,894,
12907009,45405,262,2,52.021721,7.6006,14720,
12907011,45405,262,2,52.00075,7.57095,1745,
13376259,45405,262,2,52.01738,7.61298,7747,
13088019,45405,262,2,52.03301,7.60621,1673,
13376259,45405,262,2,52.01738,7.61298,7747,
13088001,45405,262,2,52.03587,7.62007,2236,
13187848,45405,262,2,52.01549,7.58669,894,
13187859,45405,262,2,52.01644,7.58784,1190,
13225738,45142,262,2,52.29988,7.63968,2172,
13225761,45142,262,2,52.3002,7.6332,1578,
13225761,45142,262,2,52.3002,7.6332,1578,
13225731,45142,262,2,52.29437,7.62027,8442,
13376259,45405,262,2,52.01738,7.61298,7747,
13376266,45405,262,2,52.005591,7.607331,6364,
13225731,45142,262,2,52.29437,7.62027,8442,
13376257,45405,262,2,52.00482,7.63592,2469,
13376257,45405,262,2,52.00482,7.63592,2469,
51885075,45405,262,2,51.452033,7.015099,857,
51885075,45405,262,2,51.452033,7.015099,857,
51885075,45405,262,2,51.452033,7.015099,857,
51885075,45405,262,2,51.452033,7.015099,857,
51885057,45405,262,2,52.27183,8.060784,872,
13387027,45405,262,2,51.9564,7.6364,875,
13387027,45405,262,2,51.9564,7.6364,875,
13387027,45405,262,2,51.9564,7.6364,875,
13387027,45405,262,2,51.9564,7.6364,875,
51293460,45405,262,2,51.452433,7.015499,821,
12830465,45405,262,2,51.98717,7.64297,868,
13193731,45405,262,2,52.01626,7.59456,3339,
13193731,45405,262,2,52.01626,7.59456,3339,
13376257,45405,262,2,52.00482,7.63592,2469,
13225738,45142,262,2,52.29988,7.63968,2172,
13225755,45142,262,2,52.28613,7.62463,817,
13225755,45142,262,2,52.28613,7.62463,817,
13225749,45142,262,2,52.289862,7.561038,881,
51293460,45405,262,2,51.452433,7.015499,821,
51293460,45405,262,2,51.452433,7.015499,821,
51293442,45405,262,2,51.96257,7.63457,4355,
51293459,45405,262,2,51.452043,7.015109,856,
51293441,45405,262,2,51.96655,7.64645,2235,
51293460,45405,262,2,51.452433,7.015499,821,
51293459,45405,262,2,51.452043,7.015109,856,
51293459,45405,262,2,51.452043,7.015109,856,
51293459,45405,262,2,51.452043,7.015109,856,
52087828,45405,262,2,51.96963,7.64423,908,
52087828,45405,262,2,51.96963,7.64423,908,
13197845,45405,262,2,51.451653,7.014719,892,
13197845,45405,262,2,51.451653,7.014719,892,
13197845,45405,262,2,51.451653,7.014719,892,
13197845,45405,262,2,51.451653,7.014719,892,
52087828,45405,262,2,51.96963,7.64423,908,
52087827,45405,262,2,51.99022,7.64522,3474,
52087827,45405,262,2,51.99022,7.64522,3474,
52087827,45405,262,2,51.99022,7.64522,3474,
12830466,45405,262,2,51.97945,7.63915,2231,
12830472,45405,262,2,51.98696,7.63826,887,
12830466,45405,262,2,51.97945,7.63915,2231,
13225219,45142,262,2,52.277068,7.647509,4099,
13225219,45142,262,2,52.277068,7.647509,4099,
13197825,45405,262,2,51.982855,7.727579,828,
51278851,45142,262,2,52.2959,7.6751,7770,
13225237,45142,262,2,52.28103,7.63743,666,
13225237,45142,262,2,52.28103,7.63743,666,
13225219,45142,262,2,52.277068,7.647509,4099,
51278869,45142,262,2,52.29318,7.66408,2407,
51278858,45142,262,2,52.29086,7.69276,869,
51293441,45405,262,2,51.96655,7.64645,2235,
12907523,45405,262,2,51.969801,7.6675,3093,
13193730,45405,262,2,51.985488,7.662265,4306,
13193737,45405,262,2,51.9854,7.6655,1525,
12907521,45405,262,2,51.983427,7.671183,2557,
12907521,45405,262,2,51.983427,7.671183,2557,
13225236,45142,262,2,52.267034,7.671568,883,
13225236,45142,262,2,52.267034,7.671568,883,
13225236,45142,262,2,52.267034,7.671568,883,
13193730,45405,262,2,51.985488,7.662265,4306,
51462147,45402,262,2,51.9932,7.6789,4743,
51278851,45142,262,2,52.2959,7.6751,7770,
51278869,45142,262,2,52.29318,7.66408,2407,
51278851,45142,262,2,52.2959,7.6751,7770,
51462165,45402,262,2,51.452233,7.015299,839,
13193748,45405,262,2,51.98142,7.66872,4189,
51462165,45402,262,2,51.452233,7.015299,839,
51462147,45402,262,2,51.9932,7.6789,4743,
51462163,45402,262,2,51.452233,7.015299,839,
51462163,45402,262,2,51.452233,7.015299,839,
51462145,45402,262,2,51.952857,7.636413,886,
51462145,45402,262,2,51.952857,7.636413,886,
13199107,45402,262,2,51.999328,7.716872,879,
51278868,45142,262,2,52.28079,7.70929,2415,
51278868,45142,262,2,52.28079,7.70929,2415,
13199107,45402,262,2,51.999328,7.716872,879,
53603842,45402,262,2,52.272743,8.061477,866,
12907777,45402,262,2,52.036879,7.608607,36605,
51278868,45142,262,2,52.28079,7.70929,2415,
51278850,45142,262,2,52.28638,7.70408,5275,
51278850,45142,262,2,52.28638,7.70408,5275,
13087747,45402,262,2,52.037617,7.700578,5898,
51655699,45142,262,2,52.27928,7.71898,858,
51278850,45142,262,2,52.28638,7.70408,5275,
51655699,45142,262,2,52.27928,7.71898,858,
13087747,45402,262,2,52.037617,7.700578,5898,
51655700,45142,262,2,52.27059,7.73679,1468,
51655700,45142,262,2,52.27059,7.73679,1468,
51655682,45142,262,2,52.26606,7.77496,1030,
51655699,45142,262,2,52.27928,7.71898,858,
12907777,45402,262,2,52.036879,7.608607,36605,
13087765,45402,262,2,52.273283,8.062017,817,
13087754,45402,262,2,52.27202,8.060974,855,
13087765,45402,262,2,52.273283,8.062017,817,
13087754,45402,262,2,52.27202,8.060974,855,
51655689,45142,262,2,52.27017,7.75407,1397,
51465985,45142,262,2,52.25869,7.72069,11119,
51465985,45142,262,2,52.25869,7.72069,11119,
51655682,45142,262,2,52.26606,7.77496,1030,
51655682,45142,262,2,52.26606,7.77496,1030,
13087745,45402,262,2,52.035517,7.762493,2815,
13087745,45402,262,2,52.035517,7.762493,2815,
13087763,45402,262,2,52.272613,8.061347,878,
12818179,45141,262,2,52.260521,7.742143,11520,
13350420,45142,262,2,52.25945,7.73905,1525,
51655689,45142,262,2,52.27017,7.75407,1397,
13087763,45402,262,2,52.272613,8.061347,878,
13087752,45402,262,2,51.451833,7.014899,875,
12818179,45141,262,2,52.260521,7.742143,11520,
12818179,45141,262,2,52.260521,7.742143,11520,
13350420,45142,262,2,52.25945,7.73905,1525,
13350420,45142,262,2,52.25945,7.73905,1525,
13350420,45142,262,2,52.25945,7.73905,1525,
13350421,45142,262,2,52.26426,7.78546,869,
51655700,45142,262,2,52.27059,7.73679,1468,
53603842,45402,262,2,52.272743,8.061477,866,
13350421,45142,262,2,52.26426,7.78546,869,
51655689,45142,262,2,52.27017,7.75407,1397,
13350419,45142,262,2,52.25483,7.81553,845,
12818178,45141,262,2,52.25835,7.80655,1913,
12818178,45141,262,2,52.25835,7.80655,1913,
13350419,45142,262,2,52.25483,7.81553,845,
53603841,45402,262,2,52.21263,7.98843,15040,
53477403,45141,262,2,52.25546,7.79666,1580,
52642563,45141,262,2,52.2647,7.8384,1719,
52642563,45141,262,2,52.2647,7.8384,1719,
53477403,45141,262,2,52.25546,7.79666,1580,
53477403,45141,262,2,52.25546,7.79666,1580,
12818178,45141,262,2,52.25835,7.80655,1913,
12818178,45141,262,2,52.25835,7.80655,1913,
52642563,45141,262,2,52.2647,7.8384,1719,
13030659,45402,262,2,52.142881,7.832316,4214,
52642581,45141,262,2,52.26544,7.85444,2545,
13030677,45402,262,2,52.272793,8.061527,862,
52642581,45141,262,2,52.26544,7.85444,2545,
13030675,45402,262,2,51.451553,7.014619,901,
13030657,45402,262,2,52.154916,7.856125,6898,
52642579,45141,262,2,52.26891,7.88241,2071,
52642561,45141,262,2,52.26954,7.87004,8629,
13093635,45402,262,2,52.138854,7.813782,14795,
32243,270,262,2,52.177809,7.781237,8310,
51293699,45402,262,2,52.174686,7.845282,7228,
13631745,45402,262,2,52.18428,7.866735,2252,
4161,530,262,2,52.193137,7.809404,7688,
53203,270,262,2,52.21368,7.865179,8926,
51293717,45402,262,2,51.451473,7.014539,908,
51293717,45402,262,2,51.451473,7.014539,908,
51293699,45402,262,2,52.174686,7.845282,7228,
13631745,45402,262,2,52.18428,7.866735,2252,
14161923,45402,262,2,52.186971,7.884588,3559,
14161941,45402,262,2,52.272753,8.061487,865,
52642561,45141,262,2,52.26954,7.87004,8629,
52642579,45141,262,2,52.26891,7.88241,2071,
52642561,45141,262,2,52.26954,7.87004,8629,
13093635,45402,262,2,52.138854,7.813782,14795,
51293716,45402,262,2,52.272583,8.061317,881,
51293698,45402,262,2,52.142311,7.915774,9245,
51293716,45402,262,2,52.272583,8.061317,881,
13093633,45402,262,2,52.171622,7.891735,2449,
13093633,45402,262,2,52.171622,7.891735,2449,
51293698,45402,262,2,52.142311,7.915774,9245,
14161921,45402,262,2,52.189918,7.900875,3910,
14161939,45402,262,2,52.273053,8.061787,838,
53370371,45141,262,2,52.27774,7.89604,825,
14210818,45402,262,2,51.452213,7.015279,841,
53370371,45141,262,2,52.27774,7.89604,825,
53370371,45141,262,2,52.27774,7.89604,825,
53370369,45141,262,2,52.28849,7.92059,1048,
53370369,45141,262,2,52.28849,7.92059,1048,
14210819,45402,262,2,51.451663,7.014729,891,
12963361,45141,262,2,52.27994,7.92914,1178,
12963361,45141,262,2,52.27994,7.92914,1178,
53370376,45141,262,2,52.28774,7.91844,871,
12807937,45141,262,2,52.23924,7.88954,1162,
102509825,45141,262,2,52.22041,7.86971,846,
102509825,45141,262,2,52.22041,7.86971,846,
12998146,45141,262,2,52.256709,7.882236,4011,
12963361,45141,262,2,52.27994,7.92914,1178,
52483842,45141,262,2,52.29878,7.94298,1030,
52483842,45141,262,2,52.29878,7.94298,1030,
53370376,45141,262,2,52.28774,7.91844,871,
12963331,45141,262,2,52.2778,7.929,3429,
51865108,45141,262,2,52.28775,7.93905,905,
51865090,45141,262,2,52.29078,7.93568,1188,
12807967,45141,262,2,52.24252,7.89602,1501,
51454723,45141,262,2,51.452413,7.015479,823,
51454723,45141,262,2,51.452413,7.015479,823,
51865120,45141,262,2,52.293197,7.941205,895,
51865120,45141,262,2,52.293197,7.941205,895,
52483860,45141,262,2,52.29952,7.94432,1053,
51865120,45141,262,2,52.293197,7.941205,895,
