Cell-ID,Cell-LAC/TAC,Netzwerk Mobile Country Code,Netzwerk Mobile Network Code,Lat,Lon,Accuracy,Address
11016963,14960,262,3,52.27374,7.491664,827,
13186585,35270,262,3,51.973791,7.636926,895,
11016985,14960,262,3,52.296354,7.645046,9827,
11016985,14960,262,3,52.296354,7.645046,9827,
11016961,14960,262,3,52.300565,7.654814,863,
11016961,14960,262,3,52.300565,7.654814,863,
12887573,35274,262,3,52.303043,7.967129,851,
11016985,14960,262,3,52.296354,7.645046,9827,
11016961,14960,262,3,52.300565,7.654814,863,
13531163,35270,262,3,51.980426,7.664055,2793,
13531163,35270,262,3,51.980426,7.664055,2793,
13531139,35270,262,3,51.980305,7.675391,3230,
13531139,35270,262,3,51.980305,7.675391,3230,
10664193,14960,262,3,52.294151,7.660969,10596,
13132059,35270,262,3,51.977475,7.674685,874,
10664193,14960,262,3,52.294151,7.660969,10596,
10664217,14960,262,3,52.292966,7.686606,861,
10663467,14960,262,3,52.27327,7.491194,870,
10664193,14960,262,3,52.294151,7.660969,10596,
10663467,14960,262,3,52.27327,7.491194,870,
13329923,35270,262,3,51.982209,7.686573,868,
10664217,14960,262,3,52.292966,7.686606,861,
10661685,14960,262,3,52.303053,7.967139,850,
10661675,14960,262,3,52.2732,7.491124,876,
10661675,14960,262,3,52.2732,7.491124,876,
10661673,14960,262,3,52.302743,7.966829,878,
10661683,14960,262,3,52.303213,7.967299,835,
10661673,14960,262,3,52.302743,7.966829,878,
10663467,14960,262,3,52.27327,7.491194,870,
10663477,14960,262,3,52.302923,7.967009,862,
10663465,14960,262,3,52.27301,7.490934,894,
10663465,14960,262,3,52.27301,7.490934,894,
10663475,14960,262,3,52.302463,7.966549,904,
10663475,14960,262,3,52.302463,7.966549,904,
10663475,14960,262,3,52.302463,7.966549,904,
10663465,14960,262,3,52.27301,7.490934,894,
10663445,14960,262,3,52.303263,7.967349,831,
10663445,14960,262,3,52.303263,7.967349,831,
10663937,14960,262,3,52.303113,7.967199,845,
10663937,14960,262,3,52.303113,7.967199,845,
10663973,14960,262,3,52.302723,7.966809,880,
10663973,14960,262,3,52.302723,7.966809,880,
10663975,14960,262,3,52.258572,7.747619,2157,
10663973,14960,262,3,52.302723,7.966809,880,
10663937,14960,262,3,52.303113,7.967199,845,
10663938,14960,262,3,52.257993,7.761952,16765,
10663938,14960,262,3,52.257993,7.761952,16765,
11004930,14960,262,3,52.303093,7.967179,846,
11004930,14960,262,3,52.303093,7.967179,846,
11004930,14960,262,3,52.303093,7.967179,846,
10663938,14960,262,3,52.257993,7.761952,16765,
10663974,14960,262,3,52.253311,7.789784,874,
11005205,14960,262,3,52.255846,7.819807,873,
11005205,14960,262,3,52.255846,7.819807,873,
11126275,14962,262,3,52.266789,7.893144,24865,
11126275,14962,262,3,52.266789,7.893144,24865,
11139879,14962,262,3,52.25978,7.83478,1195,
10663938,14960,262,3,52.257993,7.761952,16765,
11139843,14962,262,3,52.262535,7.834808,21194,
11005205,14960,262,3,52.255846,7.819807,873,
11139843,14962,262,3,52.262535,7.834808,21194,
11139879,14962,262,3,52.25978,7.83478,1195,
11139879,14962,262,3,52.25978,7.83478,1195,
11005225,14960,262,3,52.252955,7.806803,890,
11005225,14960,262,3,52.252955,7.806803,890,
11139879,14962,262,3,52.25978,7.83478,1195,
10908675,14962,262,3,52.133245,7.882041,825,
10908674,14962,262,3,52.11747,7.88835,1133,
11139877,14962,262,3,52.263789,7.874249,23709,
11139843,14962,262,3,52.262535,7.834808,21194,
10908163,14962,262,3,52.21526,7.85326,2277,
10908163,14962,262,3,52.21526,7.85326,2277,
11139877,14962,262,3,52.263789,7.874249,23709,
11139877,14962,262,3,52.263789,7.874249,23709,
10983426,14962,262,3,52.130951,7.880795,7836,
10983427,14962,262,3,52.171897,7.894497,1189,
10983427,14962,262,3,52.171897,7.894497,1189,
11139841,14962,262,3,52.268973,7.901196,5275,
11139841,14962,262,3,52.268973,7.901196,5275,
11139877,14962,262,3,52.263789,7.874249,23709,
11139841,14962,262,3,52.268973,7.901196,5275,
11126275,14962,262,3,52.266789,7.893144,24865,
11126311,14962,262,3,52.267047,7.897685,1415,
11126311,14962,262,3,52.267047,7.897685,1415,
11126299,14962,262,3,52.297747,7.267699,14003,
11126299,14962,262,3,52.297747,7.267699,14003,
11126311,14962,262,3,52.267047,7.897685,1415,
11126299,14962,262,3,52.297747,7.267699,14003,
10904322,14962,262,3,52.212467,7.925592,848,
10904322,14962,262,3,52.212467,7.925592,848,
10904323,14962,262,3,52.209274,7.883078,1219,
10904323,14962,262,3,52.209274,7.883078,1219,
10904321,14962,262,3,52.221713,7.940635,878,
11126275,14962,262,3,52.266789,7.893144,24865,
11126273,14962,262,3,52.27441,7.94241,3201,
11126297,14962,262,3,52.27594,7.93994,3290,
11126309,14962,262,3,52.27252,7.92982,1045,
11126273,14962,262,3,52.27441,7.94241,3201,
11126309,14962,262,3,52.27252,7.92982,1045,
11126297,14962,262,3,52.27594,7.93994,3290,
11126827,14962,262,3,52.27362,7.491544,838,
11126273,14962,262,3,52.27441,7.94241,3201,
11126297,14962,262,3,52.27594,7.93994,3290,
10904321,14962,262,3,52.221713,7.940635,878,
11126274,14962,262,3,52.2602,7.9211,1355,
11126826,14962,262,3,52.27319,7.491114,877,
11126837,14962,262,3,52.29674,7.94264,1580,
11126837,14962,262,3,52.29674,7.94264,1580,
11126827,14962,262,3,52.27362,7.491544,838,
11126297,14962,262,3,52.27594,7.93994,3290,
11126298,14962,262,3,52.25861,7.91991,892,
11123971,14962,262,3,52.26824,7.976469,5491,
11123971,14962,262,3,52.26824,7.976469,5491,
11126807,14962,262,3,52.303413,7.967499,817,
11126827,14962,262,3,52.27362,7.491544,838,
11126807,14962,262,3,52.303413,7.967499,817,
11126807,14962,262,3,52.303413,7.967499,817,
11126807,14962,262,3,52.303413,7.967499,817,
11126273,14962,262,3,52.27441,7.94241,3201,
11126837,14962,262,3,52.29674,7.94264,1580,
11126837,14962,262,3,52.29674,7.94264,1580,
11004714,14962,262,3,52.27297,7.490894,897,
11004714,14962,262,3,52.27297,7.490894,897,
11004694,14962,262,3,52.304735,7.945387,850,
11003906,14962,262,3,52.301273,7.950272,1103,
11004694,14962,262,3,52.304735,7.945387,850,
11004714,14962,262,3,52.27297,7.490894,897,
11003942,14962,262,3,52.302327,7.963824,885,
11003942,14962,262,3,52.302327,7.963824,885,
11004694,14962,262,3,52.304735,7.945387,850,
11003930,14962,262,3,52.302973,7.961239,829,
11003930,14962,262,3,52.302973,7.961239,829,
11003930,14962,262,3,52.302973,7.961239,829,
11003905,14962,262,3,52.315012,7.976058,3185,
11123969,14962,262,3,51.957517,7.636648,856,
11003929,14962,262,3,52.304406,7.972506,891,
11003929,14962,262,3,52.304406,7.972506,891,
11001859,14962,262,3,52.3208,7.960736,5934,
11003906,14962,262,3,52.301273,7.950272,1103,
11003905,14962,262,3,52.315012,7.976058,3185,
11003905,14962,262,3,52.315012,7.976058,3185,
11125762,14962,262,3,52.301521,7.989325,3442,
11123969,14962,262,3,51.957517,7.636648,856,
11125763,14962,262,3,52.310996,7.981302,2441,
11125762,14962,262,3,52.301521,7.989325,3442,
11125786,14962,262,3,52.305198,7.985667,2718,
11125786,14962,262,3,52.305198,7.985667,2718,
11002883,14962,262,3,52.30294,7.998177,3570,
11125798,14962,262,3,52.306244,7.993663,873,
11002907,14962,262,3,52.303824,7.998924,838,
11125798,14962,262,3,52.306244,7.993663,873,
11125798,14962,262,3,52.306244,7.993663,873,
11001894,14962,262,3,52.304587,8.008737,1339,
11001894,14962,262,3,52.304587,8.008737,1339,
11002907,14962,262,3,52.303824,7.998924,838,
11002905,14962,262,3,52.306504,8.011178,856,
11002905,14962,262,3,52.306504,8.011178,856,
11002881,14962,262,3,52.312026,8.018384,1247,
11002883,14962,262,3,52.30294,7.998177,3570,
11002907,14962,262,3,52.303824,7.998924,838,
11002883,14962,262,3,52.30294,7.998177,3570,
10982187,14962,262,3,52.322786,7.964903,861,
10980121,14962,262,3,52.294724,8.015961,899,
10982187,14962,262,3,52.322786,7.964903,861,
10982187,14962,262,3,52.322786,7.964903,861,
11002905,14962,262,3,52.306504,8.011178,856,
10924547,14962,262,3,52.255022,8.016492,3575,
10924571,14962,262,3,52.25606,8.017055,3317,
10924571,14962,262,3,52.25606,8.017055,3317,
10922779,14962,262,3,52.258545,8.011411,2178,
10980121,14962,262,3,52.294724,8.015961,899,
10924582,14962,262,3,52.242982,7.967208,827,
10922789,14962,262,3,52.264527,8.047898,856,
10981122,14962,262,3,52.285192,8.043173,905,
10981146,14962,262,3,52.287026,8.039759,875,
10979623,14962,262,3,52.284035,8.039556,859,
10981147,14962,262,3,52.295424,8.036207,6192,
10981147,14962,262,3,52.295424,8.036207,6192,
10922789,14962,262,3,52.264527,8.047898,856,
10922777,14962,262,3,52.271045,8.058398,907,
10921475,14962,262,3,52.262197,8.041959,905,
10922777,14962,262,3,52.271045,8.058398,907,
10921499,14962,262,3,52.264697,8.049288,856,
10921511,14962,262,3,52.264233,8.047934,884,
10925057,14962,262,3,52.26489,8.051389,904,
10983681,14962,262,3,52.282148,8.044101,833,
10983705,14962,262,3,52.280035,8.042378,870,
10920745,14962,262,3,52.27325,7.491174,872,
10983717,14962,262,3,52.280227,8.04227,903,
10983681,14962,262,3,52.282148,8.044101,833,
10983705,14962,262,3,52.280035,8.042378,870,
10983717,14962,262,3,52.280227,8.04227,903,
10983705,14962,262,3,52.280035,8.042378,870,
10979610,14962,262,3,52.282228,8.044217,861,
10979610,14962,262,3,52.282228,8.044217,861,
10979610,14962,262,3,52.282228,8.044217,861,
10979622,14962,262,3,52.282669,8.043989,885,
10979611,14962,262,3,52.286003,8.038015,863,
10979611,14962,262,3,52.286003,8.038015,863,
10979623,14962,262,3,52.284035,8.039556,859,
10981158,14962,262,3,52.289244,8.039852,849,
10981158,14962,262,3,52.289244,8.039852,849,
10921511,14962,262,3,52.264233,8.047934,884,
10918683,14962,262,3,52.276194,8.055035,866,
10918671,14962,262,3,52.277413,8.05326,874,
10918683,14962,262,3,52.276194,8.055035,866,
10920745,14962,262,3,52.27325,7.491174,872,
10918659,14962,262,3,52.276152,8.054045,819,
10918659,14962,262,3,52.276152,8.054045,819,
10926595,14962,262,3,52.272446,8.068269,1564,
10918658,14962,262,3,52.269359,8.058937,905,
10918670,14962,262,3,52.273016,8.061247,820,
10918670,14962,262,3,52.273016,8.061247,820,
10926631,14962,262,3,52.281712,8.046237,851,
10926631,14962,262,3,52.281712,8.046237,851,
10918682,14962,262,3,52.27084,8.059428,895,
10926619,14962,262,3,52.271372,8.067169,1632,
10918669,14962,262,3,52.273186,8.060432,1188,
10918681,14962,262,3,52.27254,8.064312,900,
10918681,14962,262,3,52.27254,8.064312,900,
10918669,14962,262,3,52.273186,8.060432,1188,
10926631,14962,262,3,52.281712,8.046237,851,
10918657,14962,262,3,52.279836,8.051881,1229,
10926619,14962,262,3,52.271372,8.067169,1632,
10918657,14962,262,3,52.279836,8.051881,1229,
10918681,14962,262,3,52.27254,8.064312,900,
10926595,14962,262,3,52.272446,8.068269,1564,
10926617,14962,262,3,52.273472,8.061359,873,
10926617,14962,262,3,52.273472,8.061359,873,
10926629,14962,262,3,52.2738,7.491724,822,
10926629,14962,262,3,52.2738,7.491724,822,
10926619,14962,262,3,52.271372,8.067169,1632,
10926851,14962,262,3,52.26475,8.099799,1042,
10919705,14962,262,3,52.273412,8.061299,878,
10919717,14962,262,3,52.265085,8.100481,863,
10919717,14962,262,3,52.265085,8.100481,863,
10926617,14962,262,3,52.273472,8.061359,873,
10919706,14962,262,3,52.273812,8.061699,842,
10926851,14962,262,3,52.26475,8.099799,1042,
10926886,14962,262,3,52.27382,7.491744,820,
10926851,14962,262,3,52.26475,8.099799,1042,
10926875,14962,262,3,52.265816,8.099788,3571,
10926851,14962,262,3,52.26475,8.099799,1042,
10919681,14962,262,3,52.26933,8.098085,3336,
10926886,14962,262,3,52.27382,7.491744,820,
10926886,14962,262,3,52.27382,7.491744,820,
10926886,14962,262,3,52.27382,7.491744,820,
10926850,14962,262,3,52.266908,8.131119,5333,
10926850,14962,262,3,52.266908,8.131119,5333,
10926850,14962,262,3,52.266908,8.131119,5333,
10926874,14962,262,3,52.266213,8.122674,4967,
10926874,14962,262,3,52.266213,8.122674,4967,
10926874,14962,262,3,52.266213,8.122674,4967,
10823683,14962,262,3,52.273678,8.145243,5163,
