timestamp,latitude,longitude,distance_m,ping_8.8.8.8,ping_1.1.1.1,ping_9.9.9.9,ping_google.com,ping_uni-osnabrueck.de,ping_utwente.nl
2025-06-10 08:47:03,52.29765885554393,7.609492796466779,133,42.1,255,,171,,
2025-06-10 08:47:14,52.29826317641825,7.614837586924155,369,,,,,,894
2025-06-10 08:47:24,52.298801782121416,7.620325333796761,377,,,,,,
2025-06-10 08:47:34,52.2991177691461,7.6257420540890255,370,,,,,,
2025-06-10 08:47:44,52.299697704006256,7.631147786699645,373,,,,,,
2025-06-10 08:47:53,52.30023218978428,7.635982131500664,334,,,,,,
2025-06-10 08:48:03,52.3007195594082,7.64105191572892,348,,76.2,88.1,66.3,,106
2025-06-10 08:48:09,52.30089510236471,7.643838690582014,190,99.8,71.0,83.7,118,,129
2025-06-10 08:48:14,52.30086488558026,7.6459768026256345,145,205,167,176,100,,113
2025-06-10 08:48:19,52.300791512407024,7.648001365440132,137,168,169,175,63.0,,109
2025-06-10 08:48:24,52.30069741788368,7.649807405604325,123,,,616,190,,128
2025-06-10 08:48:32,52.300416461488865,7.652023387037659,153,169,37.9,60.9,54.8,,88.0
2025-06-10 08:48:37,52.30028599798224,7.653071644678373,72,197,47.4,157,48.5,,75.1
2025-06-10 08:48:42,52.30017246364912,7.6538701064648915,55,203,176,168,47.6,,73.2
2025-06-10 08:48:47,52.300067803368755,7.654534742072992,46,81.4,64.6,41.2,73.7,,73.9
2025-06-10 08:48:52,52.29997647687644,7.655068128892059,37,89.3,34.5,58.0,47.4,,60.2
2025-06-10 08:48:57,52.299886918743454,7.655519566818122,32,90.7,37.6,45.1,48.6,,62.5
2025-06-10 08:49:05,52.299825533183515,7.655819202386018,21,65.2,39.7,53.4,53.6,,64.9
2025-06-10 08:49:43,52.299754328462036,7.655999667792988,14,41.1,34.1,44.8,47.5,,64.5
2025-06-10 08:49:48,52.29966588059512,7.656448780148873,32,88.7,53.3,46.1,48.0,,68.8
2025-06-10 08:49:56,52.29937896728692,7.6575658536140665,82,94.5,38.1,49.4,44.1,,69.3
2025-06-10 08:50:01,52.29914154847783,7.65854911340736,71,170,36.0,37.6,57.0,,70.1
2025-06-10 08:50:06,52.298847858068825,7.659797105319013,90,156,38.0,70.8,48.5,,68.6
2025-06-10 08:50:11,52.29847508574882,7.661346273879724,113,90.6,35.7,48.7,46.5,,66.9
2025-06-10 08:50:16,52.298051017181855,7.663086134608085,127,162,35.3,49.6,47.4,,91.3
2025-06-10 08:50:21,52.29759602716128,7.664923927099591,134,226,67.2,81.4,66.8,,188
2025-06-10 08:50:26,52.29711087269964,7.666914128020703,145,469,101,101,77.4,,72.7
2025-06-10 08:50:31,52.29657609709403,7.66901097853988,154,154,202,73.2,56.7,,174
2025-06-10 08:50:36,52.2960109599232,7.671190205593947,160,67.1,48.2,62.8,61.5,,279
2025-06-10 08:50:43,52.29522486262684,7.674389552261342,234,202,80.2,91.1,123,,78.5
2025-06-10 08:51:15,52.29158871530751,7.689091407374487,1078,463,71.4,101,49.4,,100
2025-06-10 08:51:20,52.29101045465247,7.691305309378869,163,110,50.6,49.3,57.3,,102
2025-06-10 08:51:25,52.290368283419404,7.69338803012252,158,51.7,34.9,41.1,43.7,,76.5
2025-06-10 08:51:30,52.289653325877424,7.695431416596484,160,193,42.8,42.1,46.4,,77.6
2025-06-10 08:51:35,52.28886396400087,7.697313032631627,155,83.1,51.3,53.1,46.7,,77.9
2025-06-10 08:51:40,52.28804528350724,7.699147978491974,154,49.2,52.7,51.5,60.5,,70.1
2025-06-10 08:51:45,52.28724750137353,7.701021588586429,155,85.2,44.7,56.7,54.5,,68.6
2025-06-10 08:51:50,52.28647340977275,7.702835361464919,150,92.0,57.1,59.2,66.7,,69.3
2025-06-10 08:51:55,52.285737302849554,7.704649788288683,148,90.6,41.1,49.4,54.1,,66.5
2025-06-10 08:52:00,52.28500143096243,7.706313491754562,139,90.4,46.4,46.9,60.4,,77.4
2025-06-10 08:52:05,52.28429370814289,7.7079049696237645,133,54.1,48.6,53.3,57.2,,86.8
2025-06-10 08:52:10,52.283630517841765,7.709347931851631,122,139,143,161,57.9,,80.1
2025-06-10 08:52:15,52.28290780695035,7.710704927585552,122,199,35.6,52.8,171,,67.4
2025-06-10 08:52:20,52.282215436009494,7.711987502315232,116,88.8,61.7,58.8,57.2,,98.9
2025-06-10 08:52:25,52.28152756386504,7.713222051689306,113,166,37.7,48.4,70.1,,86.0
2025-06-10 08:52:30,52.2808817873547,7.7143776279723,106,204,47.4,60.7,69.3,,65.3
2025-06-10 08:52:35,52.28024138569538,7.715465647927803,102,93.7,53.2,50.6,62.0,,63.5
2025-06-10 08:52:40,52.27966595433681,7.716475678380709,93,102,54.6,62.8,76.4,,60.5
2025-06-10 08:52:45,52.279111966666754,7.717438390153742,89,97.5,53.6,61.1,69.7,,88.1
2025-06-10 08:52:50,52.278570471240144,7.718380054011833,87,86.5,38.9,53.2,66.8,,75.5
2025-06-10 08:52:55,52.278018199767416,7.719300039290164,87,211,40.5,52.8,51.3,,84.8
2025-06-10 08:53:00,52.27756610525588,7.7201151874105225,74,301,43.7,55.5,61.6,,79.9
2025-06-10 08:53:05,52.277194282847844,7.7208291973403895,63,106,39.3,64.1,47.9,,62.5
2025-06-10 08:53:10,52.2768819413313,7.7213443761237,49,199,47.8,67.0,60.1,,65.8
2025-06-10 08:53:15,52.276670650935905,7.7217594110173735,36,198,43.8,73.3,59.9,,74.2
2025-06-10 08:53:20,52.27658002428009,7.72195401738851,16,51.7,35.0,51.0,54.8,,69.9
2025-06-10 08:54:34,52.27644585815406,7.722284041465286,26,199,42.6,72.1,53.4,,68.2
2025-06-10 08:54:39,52.27619316883814,7.722753650386512,42,242,67.2,61.1,70.2,,78.1
2025-06-10 08:54:44,52.275789018644744,7.7234816136308115,66,55.0,45.4,162,53.7,,60.5
2025-06-10 08:54:49,52.27527054739165,7.724397146346802,84,163,42.3,68.6,61.2,,62.6
2025-06-10 08:54:54,52.27464981511245,7.725512786091432,102,223,43.0,64.1,57.3,,61.8
2025-06-10 08:54:59,52.27397840568474,7.726772627928828,113,164,40.9,58.3,64.5,,73.3
2025-06-10 08:55:04,52.27328096178503,7.728216829665437,125,87.9,53.2,50.9,53.5,,62.4
2025-06-10 08:55:09,52.2725489357965,7.729963337549091,144,207,131,49.1,58.4,,76.4
2025-06-10 08:55:14,52.27192229135965,7.731789127580787,142,248,47.8,58.7,74.2,,69.0
2025-06-10 08:55:19,52.27140778550391,7.733647731721511,138,84.1,159,66.3,53.6,,75.9
2025-06-10 08:55:24,52.271035077527394,7.735630561950175,141,159,160,79.1,134,,73.6
2025-06-10 08:55:29,52.270684443783,7.737510855463209,133,131,160,69.8,58.9,,87.4
2025-06-10 08:55:34,52.27044369520922,7.739400258986341,131,165,88.2,68.3,81.7,,92.6
2025-06-10 08:55:39,52.270305777522694,7.741346346908857,133,,,,,,944
2025-06-10 08:55:49,52.270110868814285,7.745186540741648,262,853,155,126,,,450
2025-06-10 08:55:56,52.27006023930742,7.747802755353885,178,216,113,151,163,,99.4
2025-06-10 08:56:01,52.27002865756789,7.749649346882187,125,623,,349,61.2,,99.2
2025-06-10 08:56:08,52.26999389029495,7.752177424097297,172,139,80.4,72.2,88.4,,97.6
2025-06-10 08:56:13,52.269952443673354,7.754012744786177,124,160,160,114,79.3,,106
2025-06-10 08:56:18,52.26990951543934,7.755776518445116,120,261,49.2,53.7,64.6,,98.0
2025-06-10 08:56:23,52.26986995189285,7.757506948547526,117,563,80.9,90.8,89.0,,97.7
2025-06-10 08:56:28,52.26985020914124,7.759248203483998,118,80.4,51.1,78.7,65.9,,85.5
2025-06-10 08:56:33,52.2697882477118,7.760919539827789,113,164,175,77.0,75.0,,78.9
2025-06-10 08:56:38,52.26962463579984,7.762494569823243,108,161,162,82.8,66.1,,75.2
2025-06-10 08:56:43,52.26936332993865,7.7641306948699675,115,195,47.3,45.9,46.2,,80.5
2025-06-10 08:56:48,52.269044968174946,7.765696718015775,112,166,163,83.3,77.6,,84.0
2025-06-10 08:56:53,52.26862349959784,7.767202314154894,112,175,162,61.8,57.3,,80.7
2025-06-10 08:56:58,52.268176224234445,7.768670020907346,111,58.4,49.7,159,70.4,,86.0
2025-06-10 08:57:03,52.26777456091745,7.770044210328418,103,197,61.7,157,71.3,,73.0
2025-06-10 08:57:08,52.26738476676773,7.771416055589222,102,63.4,165,178,64.4,,97.3
2025-06-10 08:57:13,52.26700907298835,7.772744287317559,99,162,64.4,62.3,74.1,,83.9
2025-06-10 08:57:18,52.26667254457607,7.773982308344057,92,196,52.7,160,77.0,,86.3
2025-06-10 08:57:23,52.266389576087164,7.775075679395823,80,164,163,70.6,74.4,,79.9
2025-06-10 08:57:28,52.26610548701324,7.7761477073643945,79,195,162,68.9,74.2,,78.1
2025-06-10 08:57:33,52.265832667670814,7.777115262232466,72,192,48.5,41.6,68.6,,65.8
2025-06-10 08:57:38,52.26556339264238,7.778076212974537,71,157,54.4,157,62.5,,79.7
2025-06-10 08:57:43,52.26531300046566,7.779006320627135,69,201,48.8,162,50.6,,89.5
2025-06-10 08:57:48,52.26510531879647,7.77982002053091,59,196,165,98.7,82.7,,84.6
